Title,Genre_id
Gravity,10
Gravity,2
Gravity,14
Friends with Benefits,9
Friends with Benefits,6
You People,9
You People,6
That Thing You Do!,9
That Thing You Do!,10
That Thing You Do!,21
What Ever Happened to Baby Jane?,10
What Ever Happened to Baby Jane?,11
What Ever Happened to Baby Jane?,14
Master and Commander: The Far Side of the World,20
Master and Commander: The Far Side of the World,13
Master and Commander: The Far Side of the World,10
Friday the 13th,11
Friday the 13th,1
Friday the 13th,14
Primal Fear,3
Primal Fear,10
Primal Fear,1
Problemista,9
Cold Mountain,13
Cold Mountain,10
Cold Mountain,6
Major Payne,13
Major Payne,9
Major Payne,16
Jupiter Ascending,20
Jupiter Ascending,13
Jupiter Ascending,2
Amy,19
Amy,22
Amy,21
Diary of a Wimpy Kid,9
Diary of a Wimpy Kid,10
Diary of a Wimpy Kid,16
The Lincoln Lawyer,3
The Lincoln Lawyer,10
The Lincoln Lawyer,1
Sex Drive,9
Sex Drive,6
Jeepers Creepers,11
Jeepers Creepers,1
Riddick,20
Riddick,13
Riddick,2
Army of Thieves,20
Army of Thieves,9
Army of Thieves,3
"The Adventures of Priscilla, Queen of the Desert",9
"The Adventures of Priscilla, Queen of the Desert",21
Mission: Impossible II,20
Mission: Impossible II,13
Mission: Impossible II,14
The Last House on the Left,11
The Last House on the Left,14
Finch,13
Finch,10
Finch,2
Striptease,9
Striptease,3
Striptease,10
Jungle 2 Jungle,9
Jungle 2 Jungle,16
Coming to America,9
Coming to America,6
Split Second,20
Split Second,3
Split Second,11
Mid90s,9
Mid90s,10
Perfume: The Story of a Murderer,3
Perfume: The Story of a Murderer,10
Perfume: The Story of a Murderer,8
Vanilla Sky,8
Vanilla Sky,1
Vanilla Sky,6
Nine 1/2 Weeks,10
Nine 1/2 Weeks,6
The Lego Movie,17
The Lego Movie,20
The Lego Movie,13
The Guilty,3
The Guilty,10
The Guilty,14
Dante's Peak,20
Dante's Peak,13
Dante's Peak,14
The King's Speech,22
The King's Speech,10
The King's Speech,5
17 Again,9
17 Again,10
17 Again,8
Nightmare Alley,3
Nightmare Alley,10
Nightmare Alley,14
Licorice Pizza,9
Licorice Pizza,10
Licorice Pizza,6
La montaña sagrada,13
La montaña sagrada,10
La montaña sagrada,8
Hackers,3
Hackers,10
Hackers,6
The Neon Demon,11
The Neon Demon,14
The Craft,10
The Craft,8
The Craft,11
Treasure Planet,17
Treasure Planet,13
Treasure Planet,16
Infinite,20
Infinite,2
Infinite,14
Code 8,20
Code 8,3
Code 8,10
Fear and Loathing in Las Vegas,13
Fear and Loathing in Las Vegas,9
Fear and Loathing in Las Vegas,10
Meet the Parents,9
Meet the Parents,6
Body Double,3
Body Double,10
Body Double,1
Sweet Home Alabama,9
Sweet Home Alabama,6
No Strings Attached,9
No Strings Attached,6
Memory,20
Memory,3
Memory,14
National Lampoon's Vacation,13
National Lampoon's Vacation,9
Glory,22
Glory,10
Glory,5
Night Hunter,20
Night Hunter,14
The Punisher,20
The Punisher,3
The Punisher,10
Adventures in Babysitting,13
Adventures in Babysitting,9
Adventures in Babysitting,3
"Love, Rosie",9
"Love, Rosie",6
Lincoln,22
Lincoln,10
Lincoln,5
Mona Lisa Smile,10
Hairspray,9
Hairspray,10
Hairspray,18
47 Ronin,20
47 Ronin,10
47 Ronin,8
Robots,17
Robots,13
Robots,9
"I, Robot",20
"I, Robot",1
"I, Robot",2
Street Kings,20
Street Kings,3
Street Kings,14
Trainwreck,9
Trainwreck,10
Trainwreck,6
Geostorm,20
Geostorm,2
Geostorm,14
Enter the Void,10
Enter the Void,8
The Dictator,9
Eastern Promises,3
Eastern Promises,10
Eastern Promises,14
Akinjeon,20
Akinjeon,3
Akinjeon,14
Kingpin,9
Kingpin,4
Five Feet Apart,10
Five Feet Apart,6
Before the Devil Knows You're Dead,3
Before the Devil Knows You're Dead,10
Before the Devil Knows You're Dead,14
Jason Bourne,20
Jason Bourne,14
The Doors,22
The Doors,10
The Doors,21
The Babadook,10
The Babadook,11
The Babadook,1
Stopmotion,11
Jungle Cruise,20
Jungle Cruise,13
Jungle Cruise,9
Wanderlust,9
Wanderlust,6
Role Models,9
Koe no katachi,17
Koe no katachi,10
Insurgent,20
Insurgent,13
Insurgent,2
Magic Mike,9
Magic Mike,10
Magic Mike,21
The Hitchhiker's Guide to the Galaxy,13
The Hitchhiker's Guide to the Galaxy,9
The Hitchhiker's Guide to the Galaxy,2
Ocean's Twelve,3
Ocean's Twelve,14
Justice League,20
Justice League,13
Justice League,8
Ad Astra,13
Ad Astra,10
Ad Astra,1
Maximum Overdrive,20
Maximum Overdrive,9
Maximum Overdrive,11
Captain Phillips,20
Captain Phillips,22
Captain Phillips,3
Fast Five,20
Fast Five,3
Fast Five,14
Power Rangers,20
Power Rangers,13
Power Rangers,8
Sleepy Hollow,8
Sleepy Hollow,11
Sleepy Hollow,1
Die Another Day,20
Die Another Day,13
Die Another Day,14
The Mighty Ducks,9
The Mighty Ducks,10
The Mighty Ducks,16
Endless Love,10
Endless Love,6
Heavenly Creatures,22
Heavenly Creatures,3
Heavenly Creatures,10
Teenage Mutant Ninja Turtles,20
Teenage Mutant Ninja Turtles,13
Teenage Mutant Ninja Turtles,9
The Insider,22
The Insider,10
The Insider,14
Hot Tub Time Machine,9
Hot Tub Time Machine,2
Inherent Vice,9
Inherent Vice,3
Inherent Vice,10
Sanctuary,10
Sanctuary,14
Forgetting Sarah Marshall,9
Forgetting Sarah Marshall,10
Forgetting Sarah Marshall,6
3:10 to Yuma,20
3:10 to Yuma,3
3:10 to Yuma,10
The Twilight Saga: New Moon,13
The Twilight Saga: New Moon,10
The Twilight Saga: New Moon,8
Funny Games,3
Funny Games,10
Funny Games,14
El secreto de sus ojos,10
El secreto de sus ojos,1
El secreto de sus ojos,6
Now You See Me 2,20
Now You See Me 2,13
Now You See Me 2,9
Angels & Demons,20
Angels & Demons,1
Angels & Demons,14
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,9
Shazam! Fury of the Gods,20
Shazam! Fury of the Gods,13
Shazam! Fury of the Gods,9
Match Point,10
Match Point,6
Match Point,14
Wreck-It Ralph,17
Wreck-It Ralph,13
Wreck-It Ralph,9
The Ides of March,10
The Ides of March,14
What Happened to Monday,20
What Happened to Monday,3
What Happened to Monday,8
Haunted Mansion,9
Haunted Mansion,10
Haunted Mansion,16
Demolition Man,20
Demolition Man,2
Demolition Man,14
Brightburn,10
Brightburn,11
Brightburn,1
The Descendants,9
The Descendants,10
Rope,3
Rope,10
Rope,1
Belfast,22
Belfast,10
Belfast,6
Blockers,9
Blockers,10
Bombshell,22
Bombshell,10
The Boondock Saints,20
The Boondock Saints,3
The Boondock Saints,14
Live Free or Die Hard,20
Live Free or Die Hard,14
Freaky Friday,9
Freaky Friday,16
Freaky Friday,8
Summer School,9
Summer School,6
Hotel Transylvania,17
Hotel Transylvania,13
Hotel Transylvania,9
Zoolander,9
Adoration,10
Adoration,6
Desperado,20
Desperado,3
Desperado,10
A Bigger Splash,10
A Bigger Splash,21
A Bigger Splash,14
"Honey, I Shrunk the Kids",13
"Honey, I Shrunk the Kids",9
"Honey, I Shrunk the Kids",16
The Craft: Legacy,10
The Craft: Legacy,8
The Craft: Legacy,11
The Highwaymen,22
The Highwaymen,3
The Highwaymen,10
Burn After Reading,9
Burn After Reading,3
Burn After Reading,10
Fantastic Beasts: The Crimes of Grindelwald,13
Fantastic Beasts: The Crimes of Grindelwald,16
Fantastic Beasts: The Crimes of Grindelwald,8
Snow White and the Seven Dwarfs,17
Snow White and the Seven Dwarfs,13
Snow White and the Seven Dwarfs,16
I See You,10
I See You,11
I See You,1
Exodus: Gods and Kings,20
Exodus: Gods and Kings,13
Exodus: Gods and Kings,10
Crimes of the Future,10
Crimes of the Future,11
Crimes of the Future,2
Resident Evil: Welcome to Raccoon City,20
Resident Evil: Welcome to Raccoon City,11
Resident Evil: Welcome to Raccoon City,2
Romancing the Stone,20
Romancing the Stone,13
Romancing the Stone,9
Stalker,10
Stalker,2
Quantum of Solace,20
Quantum of Solace,13
Quantum of Solace,1
Child's Play,11
Child's Play,14
The Book of Clarence,13
The Book of Clarence,9
The Book of Clarence,10
Charlie's Angels,20
Charlie's Angels,13
Charlie's Angels,9
Ladybugs,9
Ladybugs,4
Oldboy,20
Oldboy,10
Oldboy,1
The Outpost,20
The Outpost,10
The Outpost,5
The Legend of Tarzan,20
The Legend of Tarzan,13
The Legend of Tarzan,10
Snowden,22
Snowden,3
Snowden,10
The Wall,20
The Wall,10
The Wall,14
The Theory of Everything,22
The Theory of Everything,10
The Theory of Everything,6
Poltergeist,11
Poltergeist,14
Pig,10
Pig,1
300: Rise of an Empire,20
300: Rise of an Empire,10
Forever My Girl,9
Forever My Girl,10
Forever My Girl,21
Mannequin,9
Mannequin,8
Mannequin,6
AVP: Alien vs. Predator,20
AVP: Alien vs. Predator,13
AVP: Alien vs. Predator,11
I'm Thinking of Ending Things,10
I'm Thinking of Ending Things,14
Sky High,20
Sky High,9
Sky High,16
Dallas Buyers Club,22
Dallas Buyers Club,10
Moon,10
Moon,1
Moon,2
Evil Dead,11
He's Just Not That Into You,9
He's Just Not That Into You,10
He's Just Not That Into You,6
Megamind,17
Megamind,20
Megamind,13
Homefront,20
Homefront,3
Homefront,14
Bride Wars,9
Bride Wars,6
Downsizing,10
Downsizing,8
Downsizing,2
A History of Violence,20
A History of Violence,3
A History of Violence,10
Cars 3,17
Cars 3,13
Cars 3,9
Warcraft,20
Warcraft,13
Warcraft,8
9,17
9,20
9,13
Wonderland,3
Wonderland,10
Wonderland,1
Pitch Black,20
Pitch Black,11
Pitch Black,2
The Book Thief,10
The Book Thief,7
Retribution,20
Retribution,14
Real Steel,20
Real Steel,10
Real Steel,2
The Expendables 3,20
The Expendables 3,13
The Expendables 3,14
Anna Karenina,10
Anna Karenina,6
Something Borrowed,9
Something Borrowed,10
Something Borrowed,6
The Royal Tenenbaums,9
The Royal Tenenbaums,10
The Untouchables,3
The Untouchables,10
The Untouchables,14
The Master,10
The Master,5
Scream 4,9
Scream 4,11
Scream 4,1
Mulan,20
Mulan,13
Mulan,10
Nimona,17
Nimona,20
Nimona,13
The Wedding Singer,9
The Wedding Singer,21
The Wedding Singer,6
Fracture,3
Fracture,10
Fracture,14
Mask,22
Mask,10
Angels in the Outfield,9
Angels in the Outfield,10
Angels in the Outfield,16
Black Mass,22
Black Mass,3
Black Mass,10
Freaks,10
Freaks,1
Freaks,2
A Series of Unfortunate Events,13
A Series of Unfortunate Events,9
A Series of Unfortunate Events,16
Allied,20
Allied,10
Allied,6
Insomnia,10
Insomnia,1
Insomnia,14
Shark Tale,17
Shark Tale,13
Shark Tale,9
Pineapple Express,20
Pineapple Express,9
Pineapple Express,3
But I'm a Cheerleader,9
But I'm a Cheerleader,10
But I'm a Cheerleader,6
The Dressmaker,9
The Dressmaker,10
The Dressmaker,12
Cool Hand Luke,3
Cool Hand Luke,10
Leaving Las Vegas,10
Leaving Las Vegas,6
Lars and the Real Girl,9
Lars and the Real Girl,10
Lars and the Real Girl,6
Hansel & Gretel: Witch Hunters,20
Hansel & Gretel: Witch Hunters,8
Hansel & Gretel: Witch Hunters,11
Hunter Killer,20
Hunter Killer,14
Paradise,13
Paradise,6
Furious 6,20
Furious 6,3
Furious 6,14
Allegiant,20
Allegiant,13
Allegiant,1
Twins,9
Twins,3
Unhinged,20
Unhinged,14
Into the Woods,13
Into the Woods,9
Into the Woods,10
Tron,20
Tron,13
Tron,2
High Plains Drifter,10
High Plains Drifter,1
High Plains Drifter,12
Slither,9
Slither,11
Slither,2
The Out-Laws,20
The Out-Laws,9
The Out-Laws,3
The Prince of Tides,10
The Prince of Tides,6
He's All That,9
He's All That,6
Midway,20
Midway,10
Midway,5
Little Shop of Horrors,9
Little Shop of Horrors,11
Little Shop of Horrors,18
Robin Hood,20
Robin Hood,13
Robin Hood,10
Fractured,10
Fractured,1
Fractured,14
Payback,20
Payback,3
Payback,10
Ghost Ship,11
Ghost Ship,1
Ghost Ship,14
Tár,10
Tár,21
Revolutionary Road,10
Revolutionary Road,6
The Hurt Locker,10
The Hurt Locker,14
The Hurt Locker,7
Rookie of the Year,9
Rookie of the Year,16
Rookie of the Year,8
House of 1000 Corpses,11
Mud,13
Mud,10
Mercury Rising,20
Mercury Rising,3
Mercury Rising,10
St. Elmo's Fire,10
St. Elmo's Fire,6
The Firm,10
The Firm,1
The Firm,14
Big Jake,10
Big Jake,12
Scary Movie 2,9
Scary Movie 2,11
Downton Abbey,10
Downton Abbey,6
Absolutely Anything,9
Absolutely Anything,2
Den of Thieves,20
Den of Thieves,3
Den of Thieves,10
Saturday Night Fever,10
Saturday Night Fever,21
Roman Holiday,9
Roman Holiday,6
Scream 2,11
Scream 2,1
Pride,22
Pride,9
Pride,10
Origin,10
Origin,5
Funny Face,9
Funny Face,18
Funny Face,6
My Best Friend's Wedding,9
My Best Friend's Wedding,10
My Best Friend's Wedding,6
Mechanic: Resurrection,20
Mechanic: Resurrection,13
Mechanic: Resurrection,3
True Grit,13
True Grit,10
True Grit,12
Bee Movie,17
Bee Movie,13
Bee Movie,9
The Way Back,10
The Way Back,4
Miss Congeniality,20
Miss Congeniality,9
Miss Congeniality,3
The Three Musketeers,20
The Three Musketeers,13
The Three Musketeers,6
Swiss Army Man,9
Swiss Army Man,10
Swiss Army Man,8
Bumblebee,20
Bumblebee,13
Bumblebee,2
Intimacy,10
Intimacy,6
Frozen II,17
Frozen II,13
Frozen II,9
Hellraiser,11
Hellraiser,14
The Choice,10
The Choice,6
Hotel Mumbai,20
Hotel Mumbai,10
Hotel Mumbai,5
Spy Kids 3: Game Over,20
Spy Kids 3: Game Over,13
Spy Kids 3: Game Over,9
Midnight Cowboy,10
Anaconda,20
Anaconda,13
Anaconda,11
Knight and Day,20
Knight and Day,13
Knight and Day,9
Thirteen Lives,22
Thirteen Lives,10
Thirteen Lives,14
Hellraiser,11
Hellraiser,1
Hellraiser,14
Ella Enchanted,9
Ella Enchanted,16
Ella Enchanted,8
Deja Vu,20
Deja Vu,3
Deja Vu,2
Red Dawn,20
Red Dawn,10
Red Dawn,14
Lethal Weapon,20
Lethal Weapon,3
Lethal Weapon,14
Going in Style,9
Going in Style,3
BlacKkKlansman,22
BlacKkKlansman,9
BlacKkKlansman,3
Thir13en Ghosts,8
Thir13en Ghosts,11
Mysterious Skin,10
Mea Culpa,3
Mea Culpa,10
Mea Culpa,14
The Conjuring: The Devil Made Me Do It,11
The Conjuring: The Devil Made Me Do It,1
The Conjuring: The Devil Made Me Do It,14
Charade,9
Charade,1
Charade,6
9 Songs,10
9 Songs,21
9 Songs,6
Self Reliance,9
Self Reliance,14
Central Intelligence,20
Central Intelligence,9
Central Intelligence,3
Gekijouban Jujutsu Kaisen 0,17
Gekijouban Jujutsu Kaisen 0,20
Gekijouban Jujutsu Kaisen 0,8
Case 39,11
Case 39,1
Case 39,14
High Fidelity,9
High Fidelity,10
High Fidelity,21
22 Jump Street,20
22 Jump Street,9
22 Jump Street,3
Hostiles,10
Hostiles,12
Alvin and the Chipmunks,13
Alvin and the Chipmunks,9
Alvin and the Chipmunks,16
Red Dragon,3
Red Dragon,10
Red Dragon,14
Out of Sight,9
Out of Sight,3
Out of Sight,10
Revenge,20
Revenge,10
Revenge,11
Akira,17
Akira,20
Akira,10
Jack Reacher: Never Go Back,20
Jack Reacher: Never Go Back,3
Jack Reacher: Never Go Back,10
The Book of Eli,20
The Book of Eli,13
The Book of Eli,10
Joy Ride,20
Joy Ride,1
Joy Ride,14
Do Revenge,9
Do Revenge,6
Do Revenge,14
To All the Boys I've Loved Before,9
To All the Boys I've Loved Before,10
To All the Boys I've Loved Before,6
Rocky IV,10
Rocky IV,4
Gremlins,9
Gremlins,8
Gremlins,11
Grave,10
Grave,11
The Expendables,20
The Expendables,13
The Expendables,14
I Am Number Four,20
I Am Number Four,13
I Am Number Four,2
Heojil kyolshim,3
Heojil kyolshim,10
Heojil kyolshim,1
Phantom Thread,10
Phantom Thread,6
Treasure,9
Treasure,10
Foe,10
Foe,6
Foe,2
The First Wives Club,9
The Ninth Gate,1
The Ninth Gate,14
Serenity,10
Serenity,1
Serenity,14
Evil Under the Sun,3
Evil Under the Sun,10
Evil Under the Sun,1
Nomadland,10
London Fields,3
London Fields,1
London Fields,14
Private School,9
Private School,6
Shallow Hal,9
Shallow Hal,10
Shallow Hal,8
Dick Tracy,20
Dick Tracy,9
Dick Tracy,3
Road to Perdition,3
Road to Perdition,10
Road to Perdition,14
Pokémon: Detective Pikachu,20
Pokémon: Detective Pikachu,13
Pokémon: Detective Pikachu,9
Memory,10
My Big Fat Greek Wedding,9
My Big Fat Greek Wedding,10
My Big Fat Greek Wedding,6
Mr. Nobody,10
Mr. Nobody,8
Mr. Nobody,6
Rock of Ages,9
Rock of Ages,10
Rock of Ages,18
Pain & Gain,20
Pain & Gain,22
Pain & Gain,9
The Elephant Man,22
The Elephant Man,10
Zombieland: Double Tap,20
Zombieland: Double Tap,9
Zombieland: Double Tap,11
Cloudy with a Chance of Meatballs,17
Cloudy with a Chance of Meatballs,13
Cloudy with a Chance of Meatballs,9
Shazam!,20
Shazam!,13
Shazam!,9
Jarhead,22
Jarhead,10
Jarhead,7
Top Secret!,9
Top Secret!,3
Top Secret!,21
Atlantis: The Lost Empire,17
Atlantis: The Lost Empire,20
Atlantis: The Lost Empire,13
The Woman King,20
The Woman King,10
The Woman King,5
Men in Black³,20
Men in Black³,13
Men in Black³,9
Voyagers,13
Voyagers,1
Voyagers,2
The Rundown,20
The Rundown,13
The Rundown,9
The Blind Side,22
The Blind Side,10
The Blind Side,4
Marrowbone,10
Marrowbone,11
Marrowbone,1
Sound of Metal,10
Sound of Metal,21
Freddy vs. Jason,20
Freddy vs. Jason,11
The Basketball Diaries,22
The Basketball Diaries,3
The Basketball Diaries,10
Cocoon,9
Cocoon,10
Cocoon,2
The Italian Job,20
The Italian Job,3
The Italian Job,14
The Mummy: Tomb of the Dragon Emperor,20
The Mummy: Tomb of the Dragon Emperor,13
The Mummy: Tomb of the Dragon Emperor,8
The Family,9
The Family,3
The Family,14
Knights of the Zodiac,20
Knights of the Zodiac,13
Knights of the Zodiac,10
Dr. No,20
Dr. No,13
Dr. No,14
Layer Cake,20
Layer Cake,3
Layer Cake,10
Risky Business,9
Risky Business,3
Risky Business,10
Kôkaku kidôtai,17
Kôkaku kidôtai,20
Kôkaku kidôtai,3
The Room,10
Lara Croft: Tomb Raider,20
Lara Croft: Tomb Raider,13
Lara Croft: Tomb Raider,8
Dragonslayer,20
Dragonslayer,13
Dragonslayer,8
The Joy Luck Club,10
Addams Family Values,9
Addams Family Values,8
Burlesque,10
Burlesque,21
Burlesque,18
Grandma's Boy,9
127 Hours,22
127 Hours,10
Straight Outta Compton,22
Straight Outta Compton,10
Straight Outta Compton,5
Lost Highway,10
Lost Highway,1
Lost Highway,14
Fantastic Four,20
Fantastic Four,13
Fantastic Four,8
Jack,9
Jack,10
Jack,8
Kalifornia,3
Kalifornia,10
Kalifornia,14
The Twilight Saga: Breaking Dawn - Part 1,13
The Twilight Saga: Breaking Dawn - Part 1,10
The Twilight Saga: Breaking Dawn - Part 1,8
Me and Earl and the Dying Girl,9
Me and Earl and the Dying Girl,10
Me and Earl and the Dying Girl,6
Cats,9
Cats,10
Cats,16
The Man in the Iron Mask,20
The Man in the Iron Mask,13
The Man in the Iron Mask,10
Meet the Fockers,9
Meet the Fockers,6
Vanishing Point,20
Vanishing Point,3
Vanishing Point,14
Over the Hedge,17
Over the Hedge,13
Over the Hedge,9
Disobedience,10
Alexander,20
Alexander,22
Alexander,10
Moonrise Kingdom,13
Moonrise Kingdom,9
Moonrise Kingdom,10
"Good Morning, Vietnam",22
"Good Morning, Vietnam",9
"Good Morning, Vietnam",10
Cry-Baby,9
Cry-Baby,18
The Bad News Bears,9
The Bad News Bears,10
The Bad News Bears,16
The 5th Wave,20
The 5th Wave,13
The 5th Wave,2
The Vow,10
The Vow,6
Wild at Heart,3
Wild at Heart,10
Wild at Heart,14
PAW Patrol: The Mighty Movie,17
PAW Patrol: The Mighty Movie,20
PAW Patrol: The Mighty Movie,13
Freaky,9
Freaky,11
Freaky,14
The Lizzie McGuire Movie,13
The Lizzie McGuire Movie,9
The Lizzie McGuire Movie,16
Snow White and the Huntsman,20
Snow White and the Huntsman,13
Snow White and the Huntsman,22
Rango,17
Rango,20
Rango,13
Låt den rätte komma in,10
Låt den rätte komma in,8
Låt den rätte komma in,11
The Interview,20
The Interview,13
The Interview,9
Urban Cowboy,10
Urban Cowboy,6
Urban Cowboy,12
"Ruby Gillman, Teenage Kraken",17
"Ruby Gillman, Teenage Kraken",20
"Ruby Gillman, Teenage Kraken",9
The Fall,13
The Fall,10
The Fall,8
Singin' in the Rain,9
Singin' in the Rain,18
Singin' in the Rain,6
Morbius,20
Morbius,13
Morbius,11
WarGames,20
WarGames,10
WarGames,2
What Dreams May Come,10
What Dreams May Come,8
What Dreams May Come,6
The Mask of Zorro,20
The Mask of Zorro,13
The Mask of Zorro,9
Say Anything...,9
Say Anything...,10
Say Anything...,6
The Mitchells vs the Machines,17
The Mitchells vs the Machines,13
The Mitchells vs the Machines,9
The Island,20
The Island,2
The Island,14
Independence Day: Resurgence,20
Independence Day: Resurgence,13
Independence Day: Resurgence,2
The Killing Fields,22
The Killing Fields,10
The Killing Fields,5
Senior Year,9
Senior Year,10
[Rec],11
[Rec],1
[Rec],14
Coup de chance,9
Coup de chance,3
Coup de chance,10
Marriage Story,10
Marriage Story,6
Suncoast,10
Smokin' Aces,20
Smokin' Aces,9
Smokin' Aces,3
Oz the Great and Powerful,13
Oz the Great and Powerful,16
Oz the Great and Powerful,8
Ocean's Thirteen,3
Ocean's Thirteen,14
Tank Girl,20
Tank Girl,9
Tank Girl,2
The Guernsey Literary and Potato Peel Pie Society,10
The Guernsey Literary and Potato Peel Pie Society,6
The Guernsey Literary and Potato Peel Pie Society,7
Carrie,10
Carrie,11
Carrie,14
Rio Lobo,10
Rio Lobo,7
Rio Lobo,12
The Hot Spot,3
The Hot Spot,10
The Hot Spot,6
Burnt,9
Burnt,10
Indiana Jones and the Kingdom of the Crystal Skull,20
Indiana Jones and the Kingdom of the Crystal Skull,13
Titane,10
Titane,11
Titane,2
The Piano,10
The Piano,21
The Piano,6
The Jungle Book,17
The Jungle Book,13
The Jungle Book,9
Sister Act,9
Sister Act,16
Sister Act,21
Tommy Boy,13
Tommy Boy,9
Ted 2,9
"Me, Myself & Irene",9
Speed Racer,20
Speed Racer,13
Speed Racer,9
Summer Rental,9
Escape from Alcatraz,20
Escape from Alcatraz,22
Escape from Alcatraz,3
Significant Other,10
Significant Other,11
Significant Other,1
Funny Games,3
Funny Games,10
Funny Games,14
The Unforgivable,3
The Unforgivable,10
The Unforgivable,1
Mr. Deeds,9
Mr. Deeds,6
The Terminal,9
The Terminal,10
The Terminal,6
The Toxic Avenger,20
The Toxic Avenger,9
The Toxic Avenger,11
Crawl,20
Crawl,13
Crawl,11
Blacklight,20
Blacklight,10
Blacklight,14
Insidious: The Red Door,11
Insidious: The Red Door,1
Insidious: The Red Door,14
Downtown Owl,10
The Finest Hours,20
The Finest Hours,10
The Finest Hours,5
Enemy at the Gates,20
Enemy at the Gates,10
Enemy at the Gates,7
Bridge of Spies,10
Bridge of Spies,5
Bridge of Spies,14
Disturbia,3
Disturbia,10
Disturbia,1
Gandhi,22
Gandhi,10
Gandhi,5
Drive Angry,20
Drive Angry,9
Drive Angry,8
Airport '77,20
Airport '77,10
Airport '77,14
3 Idiots,9
3 Idiots,10
Prince of Persia: The Sands of Time,20
Prince of Persia: The Sands of Time,13
Prince of Persia: The Sands of Time,8
Pitch Perfect 2,9
Pitch Perfect 2,21
I Care a Lot,9
I Care a Lot,3
I Care a Lot,10
Wild,13
Wild,22
Wild,10
The Paperboy,3
The Paperboy,10
The Paperboy,1
Much Ado About Nothing,9
Much Ado About Nothing,10
Much Ado About Nothing,6
"Definitely, Maybe",9
"Definitely, Maybe",10
"Definitely, Maybe",6
Red Rocket,9
Red Rocket,10
Can't Buy Me Love,9
Can't Buy Me Love,10
Can't Buy Me Love,6
Blow,22
Blow,3
Blow,10
Young Guns,20
Young Guns,10
Young Guns,12
Carol,10
Carol,6
Sin City: A Dame to Kill For,20
Sin City: A Dame to Kill For,3
Sin City: A Dame to Kill For,14
Easy Rider,13
Easy Rider,10
Hocus Pocus,9
Hocus Pocus,16
Hocus Pocus,8
Per qualche dollaro in più,10
Per qualche dollaro in più,12
Demolition,9
Demolition,10
Kiss Kiss Bang Bang,9
Kiss Kiss Bang Bang,3
Kiss Kiss Bang Bang,1
Indecent Proposal,10
Indecent Proposal,6
Jurassic Park III,20
Jurassic Park III,13
Jurassic Park III,2
My Fair Lady,10
My Fair Lady,16
My Fair Lady,18
The Trial of the Chicago 7,10
The Trial of the Chicago 7,5
The Trial of the Chicago 7,14
Brimstone,10
Brimstone,1
Brimstone,14
2 Guns,20
2 Guns,9
2 Guns,14
12 Strong,20
12 Strong,10
12 Strong,5
Space Jam: A New Legacy,17
Space Jam: A New Legacy,13
Space Jam: A New Legacy,9
The End We Start From,10
The End We Start From,14
Donnie Brasco,22
Donnie Brasco,3
Donnie Brasco,10
Beowulf,17
Beowulf,20
Beowulf,13
Downton Abbey: A New Era,10
Downton Abbey: A New Era,6
The Lorax,17
The Lorax,13
The Lorax,9
Before Sunset,10
Before Sunset,6
Meatballs,9
Under the Tuscan Sun,9
Under the Tuscan Sun,10
Under the Tuscan Sun,6
Zwartboek,10
Zwartboek,14
Zwartboek,7
1408,8
1408,11
1408,1
Drag Me to Hell,11
The Losers,20
The Losers,13
The Losers,9
The Bourne Ultimatum,20
The Bourne Ultimatum,1
The Bourne Ultimatum,14
Hard Candy,10
Hard Candy,14
21,3
21,10
21,14
Pocahontas,17
Pocahontas,13
Pocahontas,10
The World Is Not Enough,20
The World Is Not Enough,13
The World Is Not Enough,14
RoboCop 2,20
RoboCop 2,3
RoboCop 2,2
The Tree of Life,10
The Tree of Life,8
Hitman's Wife's Bodyguard,20
Hitman's Wife's Bodyguard,9
Hitman's Wife's Bodyguard,3
Better Watch Out,9
Better Watch Out,11
Better Watch Out,14
xXx: Return of Xander Cage,20
xXx: Return of Xander Cage,13
xXx: Return of Xander Cage,14
The Boogeyman,11
The Boogeyman,1
The Boogeyman,14
The Fighter,20
The Fighter,22
The Fighter,10
A Cure for Wellness,10
A Cure for Wellness,8
A Cure for Wellness,11
The Brady Bunch Movie,9
101 Dalmatians,13
101 Dalmatians,9
101 Dalmatians,3
Rambo,20
Rambo,13
Rambo,14
Emancipation,20
Emancipation,14
High Noon,10
High Noon,14
High Noon,12
The Land Before Time,17
The Land Before Time,13
The Land Before Time,10
Punch-Drunk Love,9
Punch-Drunk Love,10
Punch-Drunk Love,6
A Cinderella Story,9
A Cinderella Story,16
A Cinderella Story,6
Blast from the Past,9
Blast from the Past,10
Blast from the Past,6
Sorcerer,13
Sorcerer,10
Sorcerer,14
Do the Right Thing,9
Do the Right Thing,10
Elysium,20
Elysium,10
Elysium,2
The Searchers,13
The Searchers,10
The Searchers,12
Spenser Confidential,20
Spenser Confidential,9
Spenser Confidential,3
Dogville,3
Dogville,10
Bad Boys II,20
Bad Boys II,9
Bad Boys II,3
The Witches,13
The Witches,9
The Witches,16
How to Train Your Dragon: The Hidden World,17
How to Train Your Dragon: The Hidden World,20
How to Train Your Dragon: The Hidden World,13
The Promise,20
The Promise,13
The Promise,10
Varsity Blues,9
Varsity Blues,10
Varsity Blues,6
Seven Psychopaths,9
Seven Psychopaths,3
The Huntsman: Winter's War,20
The Huntsman: Winter's War,13
The Huntsman: Winter's War,10
Back to the Future Part III,13
