id,title,content,thank_count,customer_id,rating,created_at,customer_name,purchased_at
,Cực kì hài lòng,,0,7111689,5,1712028934,Jupiter Evans,1711904830
,Cực kì hài lòng,,0,1900406,5,1711361624,Le quang vinh,1711118188
,Cực kì hài lòng,,0,7111689,5,1712028934,Jupiter Evans,1711904830
,Cực kì hài lòng,,0,1900406,5,1711361624,Le quang vinh,1711118188
,Cực kì hài lòng,"Lần đầu dùng hàng cao cấp của Samsung và cũng là lần đầu mua đồ giá trị lớn trên Tiki. Mọi thứ đều rất tốt. Mình rất hài lòng.

Thông tin thêm cho các bạn là đơn hàng không có ốp đi kèm nên các bạn nên sắm cùng khi mua điện thoại nhé.",0,663876,5,1709743513,Nguyễn Văn Thời,1709427498
,Cực kì hài lòng,Nhận hàng nguyên seal và nhanh,0,5542885,5,1710312741,Thong tong,1710300130
,Cực kì hài lòng,,1,2123020,5,1713153329,Hong Duc Nguyen Huu,1712200053
,Cực kì hài lòng,"Lần đầu dùng hàng cao cấp của Samsung và cũng là lần đầu mua đồ giá trị lớn trên Tiki. Mọi thứ đều rất tốt. Mình rất hài lòng.

Thông tin thêm cho các bạn là đơn hàng không có ốp đi kèm nên các bạn nên sắm cùng khi mua điện thoại nhé.",0,663876,5,1709743513,Nguyễn Văn Thời,1709427498
,Cực kì hài lòng,Nhận hàng nguyên seal và nhanh,0,5542885,5,1710312741,Thong tong,1710300130
,Cực kì hài lòng,,1,2123020,5,1713153329,Hong Duc Nguyen Huu,1712200053
,Cực kì hài lòng,"Hình ảnh xoay ngang đọc chữ to hơn, nhưng phần nội dung 1 trang sẽ chia thành 2 phần, phải nhấp 2 lần mới hết trang. Xoay dọc thì chữ đầy một trang sách nhưng đổi lại chữ khá nhỏ. Tốc độ phản hồi thì có phần chậm, ai xài MTB quen rồi thì sử dụng kindle phải làm quen với độ nhạy chuyển hình chậm này. Đăng nhập và chuyển tải file qua máy khá nhanh, đọc ban đêm rất ổn, dùng chung với bao da thì máy sẽ nặng hơn 1 tí, còn ko có bao thì siêu nhẹ, ko sợ mỏi tay khi cầm lâu.",2,183920,5,1708605945,Thái Ngọc Thắng,1706349250
,Cực kì hài lòng,"Quá ưng luôn. 
Nỗi đau khổ khi bị mất con kindle ppw4 đã mau chóng bay vèo khi nhận được em ppw5. 
Màn hình màu ấm rất tuyệt vời, máy màu denim cũng rất đẹp và sang. 
Shop gửi tặng cái ốp da màu Denim nữa, đỉnh  ghê. Cám ơn shop tinh tế",2,1054513,5,1702472967,Amy Nguyen,1702273542
,Hài lòng,Rõ ràng mua Green mà gửi Denim về cho tui nhá. Ko thèm hoàn đơn nữa vì đã chờ con máy mấy ngày liền rồi. Buồn ghê luôn. Màu ko đc như ý. Nhg ko chấp với shop nheng. Máy xịn xò ko lỗi lầm gì đọc sáng cái con mắt. Cho 4* thui vì cố ts gửi màu khác. Chắc màu green hết rồi chứ gì. Tui bit ngay các shop khác cũng ko còn.,0,1508657,4,1698816745,Đoàn Hằng,1698420034
,Cực kì hài lòng,Tiki giao hàng khá nhanh. Máy thì lần đầu mình dùng phải để lâu lâu mới đánh giá được máy có tốt hay không. Nhưng nhìn quả giao diện khá đẹp mắt và chất lượng. Hy vọng với việc chi gần 4 củ này mình sẽ chăm chỉ đọc sách hơn thay vì ngồi lướt web.,0,5795878,5,1698998030,Cao Kiến Trung,1698889756
,Cực kì hài lòng,"Máy gọn nhẹ, shop cho bản kid không quảng cáo và thêm bao da rất đẹp, đời này cùng cổng sạc C nên rất tiện. Máy đọc rất thích đặc biệt là ngồi bus đi làm. Hai hôm nay không còn dùng điện thoại trước khi ngủ nữa mà là ôm em này. Sẽ cố gắng thay thế thói quen xấu từ lướt điện thoại trước khi ngủ sang đọc sách trước khi ngủ.",33,392927,5,1655300672,Nguyễn Văn Phương,1655020677
,Hài lòng,"Hàng tốt, đúng mô tả, quà tặng đầy đủ. Đây là lần đầu tiên mình sử dụng kindle trải nghiệm quá tuyệt khi mình có thể vừa nằm trên giường vừa đọc được sách, shop cũng tặng cho một cái bao da nữa, mình trừ 1 sao vì bên ship chậm mất một ngày.",0,25647380,4,1661503977,Kiên Trung,1661059604
,Cực kì hài lòng,"Sản phẩm được rao là tặng kèm bao da, nhưng thực tế ship đến không có. Sau khi phản hồi thì shop đã xử lý nhanh chóng. Đánh giá lại vì thái độ phục vụ tốt của shop. Về sản phẩm Kindle thì hoàn toàn hài lòng.",0,1023256,5,1701009367,Vũ Kiều Anh,1700837477
,Cực kì hài lòng,"Rất tuyệt. Có điều nếu dùng cả bao thì hơi to, cầm 1 tay đọc sẽ bị mỏi.
Hình ảnh sắc nét, góc nhìn rộng. Dark mode rất tuyệt.",2,2134612,5,1682173397,Nguyen Chien Thang,1681894377
,Cực kì hài lòng,"Đúng như nhà sản xuất thông báo về sản phẩm. Shop bán hàng rất nhiệt tình, giao hàng nhanh chóng. Mới mua và dùng cảm nhận pin chắc không được 10 tuần (vì mình và mọi người thay nhau đọc sách cả ngày, chắc phải mua thêm cái nữa),",0,7479266,5,1711116604,Lê Đức Thông,1710841231
,Cực kì hài lòng,"Máy nhẹ, cầm nắm chắc tay, đỡ mỏi tay hơn khi cầm sách 

Màn hình đem lại trải nghiệm như đọc sách giấy

Dịch vụ bán hàng tốt, giá cả và ưu đãi cạnh tranh",0,1725562,5,1690952902,Bội Mẫn,1690592467
,Cực kì hài lòng,"Hình ảnh xoay ngang đọc chữ to hơn, nhưng phần nội dung 1 trang sẽ chia thành 2 phần, phải nhấp 2 lần mới hết trang. Xoay dọc thì chữ đầy một trang sách nhưng đổi lại chữ khá nhỏ. Tốc độ phản hồi thì có phần chậm, ai xài MTB quen rồi thì sử dụng kindle phải làm quen với độ nhạy chuyển hình chậm này. Đăng nhập và chuyển tải file qua máy khá nhanh, đọc ban đêm rất ổn, dùng chung với bao da thì máy sẽ nặng hơn 1 tí, còn ko có bao thì siêu nhẹ, ko sợ mỏi tay khi cầm lâu.",2,183920,5,1708605945,Thái Ngọc Thắng,1706349250
,Cực kì hài lòng,"Quá ưng luôn. 
Nỗi đau khổ khi bị mất con kindle ppw4 đã mau chóng bay vèo khi nhận được em ppw5. 
Màn hình màu ấm rất tuyệt vời, máy màu denim cũng rất đẹp và sang. 
Shop gửi tặng cái ốp da màu Denim nữa, đỉnh  ghê. Cám ơn shop tinh tế",2,1054513,5,1702472967,Amy Nguyen,1702273542
,Hài lòng,Rõ ràng mua Green mà gửi Denim về cho tui nhá. Ko thèm hoàn đơn nữa vì đã chờ con máy mấy ngày liền rồi. Buồn ghê luôn. Màu ko đc như ý. Nhg ko chấp với shop nheng. Máy xịn xò ko lỗi lầm gì đọc sáng cái con mắt. Cho 4* thui vì cố ts gửi màu khác. Chắc màu green hết rồi chứ gì. Tui bit ngay các shop khác cũng ko còn.,0,1508657,4,1698816745,Đoàn Hằng,1698420034
,Cực kì hài lòng,Tiki giao hàng khá nhanh. Máy thì lần đầu mình dùng phải để lâu lâu mới đánh giá được máy có tốt hay không. Nhưng nhìn quả giao diện khá đẹp mắt và chất lượng. Hy vọng với việc chi gần 4 củ này mình sẽ chăm chỉ đọc sách hơn thay vì ngồi lướt web.,0,5795878,5,1698998030,Cao Kiến Trung,1698889756
,Cực kì hài lòng,"Máy gọn nhẹ, shop cho bản kid không quảng cáo và thêm bao da rất đẹp, đời này cùng cổng sạc C nên rất tiện. Máy đọc rất thích đặc biệt là ngồi bus đi làm. Hai hôm nay không còn dùng điện thoại trước khi ngủ nữa mà là ôm em này. Sẽ cố gắng thay thế thói quen xấu từ lướt điện thoại trước khi ngủ sang đọc sách trước khi ngủ.",33,392927,5,1655300672,Nguyễn Văn Phương,1655020677
,Hài lòng,"Hàng tốt, đúng mô tả, quà tặng đầy đủ. Đây là lần đầu tiên mình sử dụng kindle trải nghiệm quá tuyệt khi mình có thể vừa nằm trên giường vừa đọc được sách, shop cũng tặng cho một cái bao da nữa, mình trừ 1 sao vì bên ship chậm mất một ngày.",0,25647380,4,1661503977,Kiên Trung,1661059604
,Cực kì hài lòng,"Sản phẩm được rao là tặng kèm bao da, nhưng thực tế ship đến không có. Sau khi phản hồi thì shop đã xử lý nhanh chóng. Đánh giá lại vì thái độ phục vụ tốt của shop. Về sản phẩm Kindle thì hoàn toàn hài lòng.",0,1023256,5,1701009367,Vũ Kiều Anh,1700837477
,Cực kì hài lòng,"Rất tuyệt. Có điều nếu dùng cả bao thì hơi to, cầm 1 tay đọc sẽ bị mỏi.
Hình ảnh sắc nét, góc nhìn rộng. Dark mode rất tuyệt.",2,2134612,5,1682173397,Nguyen Chien Thang,1681894377
,Cực kì hài lòng,"Đúng như nhà sản xuất thông báo về sản phẩm. Shop bán hàng rất nhiệt tình, giao hàng nhanh chóng. Mới mua và dùng cảm nhận pin chắc không được 10 tuần (vì mình và mọi người thay nhau đọc sách cả ngày, chắc phải mua thêm cái nữa),",0,7479266,5,1711116604,Lê Đức Thông,1710841231
,Cực kì hài lòng,"Máy nhẹ, cầm nắm chắc tay, đỡ mỏi tay hơn khi cầm sách 

Màn hình đem lại trải nghiệm như đọc sách giấy

Dịch vụ bán hàng tốt, giá cả và ưu đãi cạnh tranh",0,1725562,5,1690952902,Bội Mẫn,1690592467
,Cực kì hài lòng,"Đợt này mua tặng 2 cây trắng đen nhưng quên chụp lại cây trắng. Mọi người xem đỡ cây đen nha. Cũng y chang sản xuất 2***GB mới nguyên seal. Giờ kiếm đỏ mắt ko thấy shop nào bán chính hãng mà 2023 đâu, ngay cả Apple store VN. Mấy đợt trước mua 12 - 13 - 14 Tiki cũng uy tín như vầy. Không lỗi trầy móp méo, màn hình ko đốm.",2,5178168,5,1704256818,Đại Hồng Bào,1703491483
,Cực kì hài lòng,"Đợt này mua tặng 2 cây trắng (giao từ Hanoi) đen (giao từ Saigon) nhưng quên chụp lại cây trắng. Mọi người xem đỡ cây đen nha. Cũng y chang sản xuất 2***GB mới nguyên seal. Giờ kiếm đỏ mắt ko thấy shop nào bán chính hãng mà 2023 đâu, ngay cả Apple store VN. Mấy đợt trước mua 12 - 13 - 14 Tiki cũng uy tín như vầy. Không lỗi trầy móp méo, màn hình ko đốm.",1,5178168,5,1704256916,Trần Ngọc Sơn,1703490317
,Cực kì hài lòng,"5* cho máy còn nguyên seal, hàng chính hãng VN/A, mới 100% như tiki cam kết, nhưng 1* cho thái độ bạn đi giao hàng, mình đặt tikinow, lúc giao bạn này tỏ vẻ rất khó chịu, nói chuyện cọc cằn, bạn hỏi sao địa chỉ mình xa vậy mà đặt chi vậy, nếu là người khác đi giao sẽ hủy đơn, tại bạn sẵn chuyến nên đi giao luôn, mình nói địa chỉ này tikinow hỗ trợ nên mình đặt thôi, trong khi đó mình đặt rất nhiều lần rồi, lần nào các bạn giao cũng vui vẻ, dễ chịu. Đề nghị bên Tiki check lại đơn của mình xem hôm đó ai là người đi giao và làm việc lại với bạn đó, nếu không khắc phục được tình trạng này mình sẽ không mua bên tiki nửa.",184,945720,5,1660043992,muasach,1659935314
,Rất không hài lòng,"Mua xài mới có 1 ngày mà đã lỗi, có cuộc gọi tới đổ chuông ko hiển thị, sạc pin thì bị nóng máy, tuộc pin ko phanh, vừa cấm sạc cái hiện lên 5%. Báo trả hàng hoàn tiền thì kêu gửi về tiki kiểm tra, kiểm tra xong báo là đúng lỗi như vậy nhưng phải chờ gửi đi lên hãng kiểm định. Quá rắc rối",1,15052027,1,1703434010,TRAN THUY,1701789765
,Cực kì hài lòng,"Chất lượng sản phẩm của Shop rất tốt đẹp full box chính hãng nguyên seal rất tốt tuyệt vời, Shop đóng gói rất kỹ đẹp, thời gian giao hàng rất nhanh, em chân thành cảm ơn Shop và Anh Shipper rất nhiều ạ💖",20,28830179,5,1676287655,Minh Phương,1676272332
,Cực kì hài lòng,"Mình mua trả góp (chi tiết hình ảnh đính kèm)
Năm sản xuất 2023. Phù hợp với tác vụ thông thường của mình, chỉ tiếc là dòng 12 trở lên mới có mở khoá ngay cả khi đeo khẩu trang (Vật Vờ Studio cũng có chỉ mẹo mở khoá IP11 khi đeo khẩu trang)",3,28677471,5,1696170522,ANH DUY,1695979190
,Cực kì hài lòng,"Tuyệt vời

Apple đã chính thức ra mắt bộ 3 siêu phẩm iPhone 11/Pro/Pro Max, trong đó iPhone 11 là phiên bản tiêu chuẩn dành cho số đông có mức giá rất dễ chịu. Chưa hết, đánh giá iPhone 11 cho thấy máy có thể hạ gục mọi đối thủ Android. 
1. Đánh giá nhanh thiết kế iPhone 11

Thiết kế iPhone 11 không khác nhiều so với các thông tin được rò rỉ trước đó. Và điều khiến tôi thất vọng nhất trong thiết kế là mặt trước. Apple vẫn trung thành với màn hình “tai thỏ”. Trong khi đó các dòng điện thoại cao cấp Android đã sử dụng màn hình notch, màn hình không viền vô cùng ấn tượng. Ngoài ra, một điểm trừ nữa trong thiết kế iPhone 11 là các cạnh viền vẫn còn rất dày tương tự iPhone XR",3,688542,5,1674967848,Len Nguyen,1674712574
,Cực kì hài lòng,Hiện tôi đang bị màn hình có kẻ sọc và chuyển sang màu tối đen khi đi biển. Tôi không biết xử lý như thế nào? Trước đây dùng IPhone 8 tôi cũng mang xuống biển quay Clip có bọc túi chống nước không gặp tình trạng tương tự.,150,10604241,5,1642298876,Hang Bui,1641219891
,Cực kì hài lòng,"Tiki giao hàng sp là ip rất tốt. Chế độ bảo mật cao đối với đơn hàng có giá trị, là khách hàng mình luôn yên tâm về hàng chuẩn chính hãng va không lo gặp hành giả như tiki đã cam kết.
Hàng giao nguyên đai, nguyên kiện và bảo mật cao khi đến tay KH.",1,6954401,5,1668857673,Phuong Nguyen,1668644107
,Hài lòng,"Mình mua sp trên tiki giá trị cao khá nhiều, nhưng đợt tết nghe mấy đv vận chuyển tráo hàng nên mình hơi sợ. Và để đảm bảo mình đến bưu cục để lấy luôn. Máy nhìn chung ok, apple đúng biết cắt cổ ko tặng cục sạc phải mua thêm. Đt mượn do đổi từ samsung qua thử nên dùng hơi chưa quen. Nhìn chung sp ổn giá tốt hơn shop ngoài thị trường, nhưng hơi lo về khâu vận chuyện do đối tác lưu kho lâu. Mn nên mua tiki now để được ship k nên mua tỉnh lẻ quá nhiều rủi ro.",10,1063872,4,1642128504,Nguyễn Văn Triều ,1641880299
,Cực kì hài lòng,"Đợt này mua tặng 2 cây trắng đen nhưng quên chụp lại cây trắng. Mọi người xem đỡ cây đen nha. Cũng y chang sản xuất 2***GB mới nguyên seal. Giờ kiếm đỏ mắt ko thấy shop nào bán chính hãng mà 2023 đâu, ngay cả Apple store VN. Mấy đợt trước mua 12 - 13 - 14 Tiki cũng uy tín như vầy. Không lỗi trầy móp méo, màn hình ko đốm.",2,5178168,5,1704256818,Đại Hồng Bào,1703491483
,Cực kì hài lòng,"Đợt này mua tặng 2 cây trắng (giao từ Hanoi) đen (giao từ Saigon) nhưng quên chụp lại cây trắng. Mọi người xem đỡ cây đen nha. Cũng y chang sản xuất 2***GB mới nguyên seal. Giờ kiếm đỏ mắt ko thấy shop nào bán chính hãng mà 2023 đâu, ngay cả Apple store VN. Mấy đợt trước mua 12 - 13 - 14 Tiki cũng uy tín như vầy. Không lỗi trầy móp méo, màn hình ko đốm.",1,5178168,5,1704256916,Trần Ngọc Sơn,1703490317
,Cực kì hài lòng,"5* cho máy còn nguyên seal, hàng chính hãng VN/A, mới 100% như tiki cam kết, nhưng 1* cho thái độ bạn đi giao hàng, mình đặt tikinow, lúc giao bạn này tỏ vẻ rất khó chịu, nói chuyện cọc cằn, bạn hỏi sao địa chỉ mình xa vậy mà đặt chi vậy, nếu là người khác đi giao sẽ hủy đơn, tại bạn sẵn chuyến nên đi giao luôn, mình nói địa chỉ này tikinow hỗ trợ nên mình đặt thôi, trong khi đó mình đặt rất nhiều lần rồi, lần nào các bạn giao cũng vui vẻ, dễ chịu. Đề nghị bên Tiki check lại đơn của mình xem hôm đó ai là người đi giao và làm việc lại với bạn đó, nếu không khắc phục được tình trạng này mình sẽ không mua bên tiki nửa.",184,945720,5,1660043992,muasach,1659935314
,Rất không hài lòng,"Mua xài mới có 1 ngày mà đã lỗi, có cuộc gọi tới đổ chuông ko hiển thị, sạc pin thì bị nóng máy, tuộc pin ko phanh, vừa cấm sạc cái hiện lên 5%. Báo trả hàng hoàn tiền thì kêu gửi về tiki kiểm tra, kiểm tra xong báo là đúng lỗi như vậy nhưng phải chờ gửi đi lên hãng kiểm định. Quá rắc rối",1,15052027,1,1703434010,TRAN THUY,1701789765
,Cực kì hài lòng,"Chất lượng sản phẩm của Shop rất tốt đẹp full box chính hãng nguyên seal rất tốt tuyệt vời, Shop đóng gói rất kỹ đẹp, thời gian giao hàng rất nhanh, em chân thành cảm ơn Shop và Anh Shipper rất nhiều ạ💖",20,28830179,5,1676287655,Minh Phương,1676272332
,Cực kì hài lòng,"Mình mua trả góp (chi tiết hình ảnh đính kèm)
Năm sản xuất 2023. Phù hợp với tác vụ thông thường của mình, chỉ tiếc là dòng 12 trở lên mới có mở khoá ngay cả khi đeo khẩu trang (Vật Vờ Studio cũng có chỉ mẹo mở khoá IP11 khi đeo khẩu trang)",3,28677471,5,1696170522,ANH DUY,1695979190
,Cực kì hài lòng,"Tuyệt vời

Apple đã chính thức ra mắt bộ 3 siêu phẩm iPhone 11/Pro/Pro Max, trong đó iPhone 11 là phiên bản tiêu chuẩn dành cho số đông có mức giá rất dễ chịu. Chưa hết, đánh giá iPhone 11 cho thấy máy có thể hạ gục mọi đối thủ Android. 
1. Đánh giá nhanh thiết kế iPhone 11

Thiết kế iPhone 11 không khác nhiều so với các thông tin được rò rỉ trước đó. Và điều khiến tôi thất vọng nhất trong thiết kế là mặt trước. Apple vẫn trung thành với màn hình “tai thỏ”. Trong khi đó các dòng điện thoại cao cấp Android đã sử dụng màn hình notch, màn hình không viền vô cùng ấn tượng. Ngoài ra, một điểm trừ nữa trong thiết kế iPhone 11 là các cạnh viền vẫn còn rất dày tương tự iPhone XR",3,688542,5,1674967848,Len Nguyen,1674712574
,Cực kì hài lòng,Hiện tôi đang bị màn hình có kẻ sọc và chuyển sang màu tối đen khi đi biển. Tôi không biết xử lý như thế nào? Trước đây dùng IPhone 8 tôi cũng mang xuống biển quay Clip có bọc túi chống nước không gặp tình trạng tương tự.,150,10604241,5,1642298876,Hang Bui,1641219891
,Cực kì hài lòng,"Tiki giao hàng sp là ip rất tốt. Chế độ bảo mật cao đối với đơn hàng có giá trị, là khách hàng mình luôn yên tâm về hàng chuẩn chính hãng va không lo gặp hành giả như tiki đã cam kết.
Hàng giao nguyên đai, nguyên kiện và bảo mật cao khi đến tay KH.",1,6954401,5,1668857673,Phuong Nguyen,1668644107
,Hài lòng,"Mình mua sp trên tiki giá trị cao khá nhiều, nhưng đợt tết nghe mấy đv vận chuyển tráo hàng nên mình hơi sợ. Và để đảm bảo mình đến bưu cục để lấy luôn. Máy nhìn chung ok, apple đúng biết cắt cổ ko tặng cục sạc phải mua thêm. Đt mượn do đổi từ samsung qua thử nên dùng hơi chưa quen. Nhìn chung sp ổn giá tốt hơn shop ngoài thị trường, nhưng hơi lo về khâu vận chuyện do đối tác lưu kho lâu. Mn nên mua tiki now để được ship k nên mua tỉnh lẻ quá nhiều rủi ro.",10,1063872,4,1642128504,Nguyễn Văn Triều ,1641880299
,Cực kì hài lòng,"Dù mua hàng ol rất nhiều sàn TMDT khác nhau . Nhưng mỗi khi mua hàng giá trị đều muốn mua ở Tiki 😄 do tiki đóng gói nên yên tâm hẳn , giao đúng hẹn 👍🏻 . Phần nữa bây giờ shipper bên tiki có thay đổi tốt , không còn kiểu nhá máy cho khách xong chưa bắt máy thì báo về hệ thống khách không nghe máy :))) bực việc này nên có 1 thời gian chán mua hàng bên tiki 😄😄 . Giờ mua hàng bên tiki vui vẻ hơn rồi 👍🏻👍🏻 shipper giao hàng đúng hẹn 10 điểm . Máy đẹp 😗",2,1984556,5,1705574866,nguyễn nhi,1705394769
,Cực kì hài lòng,"Hết xẩy nha anh chị em! Camera đẹp, màn hình siêu đẹp, cầm gọn không nặng tay, màu trắng cũng đẹp cực! Tiki giao nhanh hết hồn, giao hàng giá trị có mã OTP nhận rất yên tâm, hộp cũng có chống sốc đầy đủ. Nói chung mua Tiki rất sướng!",31,5157618,5,1674715023,Cao Thai Duy Hien,1674578469
,Cực kì hài lòng,"Giao rất nhanh trong sáng là đã nhận được. Hàng rất đẹp, màu xanh trầm nhìn đẹp lắm. Hàng nguyên seal luôn, máy ngoại hình nhìn qua thấy ổn, đẹp. Xài tầm vài ngày nữa mới biết nhưng ban đầu thấy ok rồi đó. Tiki đóng gói rất cẩn thận. Mình thấy rất hài lòng",40,1635513,5,1651756673,Nguyễn Công Khanh,1651716397
,Cực kì hài lòng,"Điện thoại đẹp, chắc chắn, có tem của tiki để kiểm tra đề phòng hàng bị đánh tráo, mọi người nên quay video khi khui hàng để đảm bảo lợi ích nếu có vấn đề xảy ra. các tính năng khác của điện thoại mình k chuyên k đánh giá được, trừ điểm đơn vị giao hàng, giao hàng chậm trễ, trung chuyển nhiều, hàng giá trị cao, dễ vỡ nên mình lo lắng nhiều",1,10002177,5,1689400436,Tuan Huynh,1689143461
,Cực kì hài lòng,"Giáo hàng đúng hẹn, có gửi tin nhắn OTP trước khi giao hàng, đóng gói cẩn thận, hàng mới đẹp, nhân viên giao hàng thân thiện, cám ơn shop, cám ơn Tiki",1,7538572,5,1693198263,Ta Anh Dung,1692945146
,Cực kì hài lòng,"Đóng gói chắc chắn có bọc lớp giấy bìa ở ngoài và 1 lớp giấy bóng nilong ngoài hộp, sản phẩm mới đẹp giá rẻ hơn 1tr so với mua ở cells hoặc mấy chỗ khác, giao nhanh, bảo mật khi giao hàng khi gửi mã về cho khách hàng",10,5691906,5,1652607215,Dương Đăng,1652589575
,Cực kì hài lòng,"Tiki có hệ thống vận chuyển, shipper riêng nên khi đặt hành điện tử giá trị cao rất yên tâm. Không lo tráo hàng, nhận hàng phải có otp. Đặt hành lúc 22h khuya, hôm sau sáng 9h30 đã nhận được. Gói băng keo kỹ, sp được niêm phong thêm bằng keo của tiki, nếu đã bị gỡ là biết ngay. Nguyên seal, phụ kiện, bảo hành đầy đủ. Màu hồng trên thị trường hiếm với mắc hơn các màu còn lại tầm 1-2tr nhưng trên tiki same same nhau. Đã v trả góp không tốn đồng phí nào. Màu hồng siêu cưng luôn á mng, dùng được 2 tuần rồi, check máy chính hãng bảo hành đầy đủ nhe.",52,471889,5,1641824220,Đoàn Linh,1640788079
,Cực kì hài lòng,"Điện thoại đẹp, màu sang lắm luôn. Tiki bảo mật khi mua hàng tốt và vận chuyển rất ổn. Mình có check cover dt chưa active và bắt đầu kích hoạt bảo hành ngay khi mình active máy. Chất lượng oke. 10 điểm cho Tiki ♥️",10,12075551,5,1654052649,Cao Thị Kiều Oanh,1653974689
,Cực kì hài lòng,"Về chất lượng máy thì chưa sử dụng nên chưa biết ntn.
Nhưng khi nhận máy thì ối dồi ôi:)) máy hơn 20 củ mà tiki đóng gói chán quá cơ. Hộp thì to lắc lắc lắc bên trong có tý giấy vụn thôi. Mở ra thì hộp máy bị móp. Mình có cả video mà ko đăng được.
Nhưng mở máy ra thì okie ko có viết xước cũng như tem còn nguyên.
Trừ 1 sao phần vận chuyển",3,6972869,4,1655958508,Đỗ Vân,1655705411
,Bình thường,"Tiki giao hàng trước dự kiến, tuy nhiên đóng gói hàng không tốt đối với sản phẩm đắt tiền. Chỉ có 2 miếng giấy lót trên dưới rất ẩu, mà không có xốp cố định sản phẩm để tránh va đập. Nilon bọc ngoài điện thoại cũng không phải là loại nilon hạn chế va đập, bọc vô cùng sơ sài. Nói chung khá thất vọng về cách đóng gói sản phẩm có giá trị như vậy của Tiki.",3,1938534,3,1646667905,Do Hai Ninh,1646275300
,Cực kì hài lòng,"Dù mua hàng ol rất nhiều sàn TMDT khác nhau . Nhưng mỗi khi mua hàng giá trị đều muốn mua ở Tiki 😄 do tiki đóng gói nên yên tâm hẳn , giao đúng hẹn 👍🏻 . Phần nữa bây giờ shipper bên tiki có thay đổi tốt , không còn kiểu nhá máy cho khách xong chưa bắt máy thì báo về hệ thống khách không nghe máy :))) bực việc này nên có 1 thời gian chán mua hàng bên tiki 😄😄 . Giờ mua hàng bên tiki vui vẻ hơn rồi 👍🏻👍🏻 shipper giao hàng đúng hẹn 10 điểm . Máy đẹp 😗",2,1984556,5,1705574866,nguyễn nhi,1705394769
,Cực kì hài lòng,"Hết xẩy nha anh chị em! Camera đẹp, màn hình siêu đẹp, cầm gọn không nặng tay, màu trắng cũng đẹp cực! Tiki giao nhanh hết hồn, giao hàng giá trị có mã OTP nhận rất yên tâm, hộp cũng có chống sốc đầy đủ. Nói chung mua Tiki rất sướng!",31,5157618,5,1674715023,Cao Thai Duy Hien,1674578469
,Cực kì hài lòng,"Giao rất nhanh trong sáng là đã nhận được. Hàng rất đẹp, màu xanh trầm nhìn đẹp lắm. Hàng nguyên seal luôn, máy ngoại hình nhìn qua thấy ổn, đẹp. Xài tầm vài ngày nữa mới biết nhưng ban đầu thấy ok rồi đó. Tiki đóng gói rất cẩn thận. Mình thấy rất hài lòng",40,1635513,5,1651756673,Nguyễn Công Khanh,1651716397
,Cực kì hài lòng,"Điện thoại đẹp, chắc chắn, có tem của tiki để kiểm tra đề phòng hàng bị đánh tráo, mọi người nên quay video khi khui hàng để đảm bảo lợi ích nếu có vấn đề xảy ra. các tính năng khác của điện thoại mình k chuyên k đánh giá được, trừ điểm đơn vị giao hàng, giao hàng chậm trễ, trung chuyển nhiều, hàng giá trị cao, dễ vỡ nên mình lo lắng nhiều",1,10002177,5,1689400436,Tuan Huynh,1689143461
,Cực kì hài lòng,"Giáo hàng đúng hẹn, có gửi tin nhắn OTP trước khi giao hàng, đóng gói cẩn thận, hàng mới đẹp, nhân viên giao hàng thân thiện, cám ơn shop, cám ơn Tiki",1,7538572,5,1693198263,Ta Anh Dung,1692945146
,Cực kì hài lòng,"Đóng gói chắc chắn có bọc lớp giấy bìa ở ngoài và 1 lớp giấy bóng nilong ngoài hộp, sản phẩm mới đẹp giá rẻ hơn 1tr so với mua ở cells hoặc mấy chỗ khác, giao nhanh, bảo mật khi giao hàng khi gửi mã về cho khách hàng",10,5691906,5,1652607215,Dương Đăng,1652589575
,Cực kì hài lòng,"Tiki có hệ thống vận chuyển, shipper riêng nên khi đặt hành điện tử giá trị cao rất yên tâm. Không lo tráo hàng, nhận hàng phải có otp. Đặt hành lúc 22h khuya, hôm sau sáng 9h30 đã nhận được. Gói băng keo kỹ, sp được niêm phong thêm bằng keo của tiki, nếu đã bị gỡ là biết ngay. Nguyên seal, phụ kiện, bảo hành đầy đủ. Màu hồng trên thị trường hiếm với mắc hơn các màu còn lại tầm 1-2tr nhưng trên tiki same same nhau. Đã v trả góp không tốn đồng phí nào. Màu hồng siêu cưng luôn á mng, dùng được 2 tuần rồi, check máy chính hãng bảo hành đầy đủ nhe.",52,471889,5,1641824220,Đoàn Linh,1640788079
,Cực kì hài lòng,"Điện thoại đẹp, màu sang lắm luôn. Tiki bảo mật khi mua hàng tốt và vận chuyển rất ổn. Mình có check cover dt chưa active và bắt đầu kích hoạt bảo hành ngay khi mình active máy. Chất lượng oke. 10 điểm cho Tiki ♥️",10,12075551,5,1654052649,Cao Thị Kiều Oanh,1653974689
,Cực kì hài lòng,"Về chất lượng máy thì chưa sử dụng nên chưa biết ntn.
Nhưng khi nhận máy thì ối dồi ôi:)) máy hơn 20 củ mà tiki đóng gói chán quá cơ. Hộp thì to lắc lắc lắc bên trong có tý giấy vụn thôi. Mở ra thì hộp máy bị móp. Mình có cả video mà ko đăng được.
Nhưng mở máy ra thì okie ko có viết xước cũng như tem còn nguyên.
Trừ 1 sao phần vận chuyển",3,6972869,4,1655958508,Đỗ Vân,1655705411
