id,title,content,thank_count,customer_id,rating,created_at,customer_name,purchased_at
,Cực kì hài lòng,"Đúng mô tả phiên bản 6/128, máy sử dụng mượt 
mà, pin trâu. Sản phẩm tốt trong tầm giá. Tiki giao hàng nhanh và cẩn thận.",0,756885,5,1697202547,Đỗ Mạnh Hà,1697083282
,Hài lòng,Hiện tại đang sử dụng máy dùng rất ổn.,0,21492314,4,1711703276,Trần Thị Thương,1706356446
,Cực kì hài lòng,"Sản phẩm rất tốt, giá hợp lý, sẽ tiếp tục ủng hộ Tiki",0,1553611,5,1701132319,Pham Quang Trung,1701072861
,Cực kì hài lòng,Điện thoại xài tốt lắm.,0,2158298,5,1712604043,Trần Đinh Đức Trí,1711888716
,Cực kì hài lòng,ko,3,29670472,5,1704420172,Đỗ như tố,1703902989
,Cực kì hài lòng,Ok tốt rất tốt..... lần sau mua thêm nữa,0,29087634,5,1702943800,Nga lê ,1702796240
,Cực kì hài lòng,Khá ổn với tầm giá,0,7787846,5,1705807498,phan cong duy,1704808224
,Cực kì hài lòng,,0,26023546,5,1711804615,Trần Dương Dạ Thảo,1706775774
,Cực kì hài lòng,,0,13077948,5,1711368066,Nguyen Tam,1701789214
,Cực kì hài lòng,"Shop bán hàng giá tốt. Đóng gói cẩn thận. Giao hàng rất nhanh, hơn so với dự kiến 2 ngày.",0,27055975,5,1684923958,Phạm Thế Anh,1684815437
,Cực kì hài lòng,Tiki giao hàng nhanh. máy bóc hộp đẹp. đóng gói cẩn thận. mới xài thấy ok. mua hàng tiki nhiều rồi thấy đều ok. đánh giá 5sao.,1,20580741,5,1659859623,Lê Dương,1659598149
,Cực kì hài lòng,Tư vấn rất nhiệt tình check chính hãng ngày kích hoạt shop cũng đã nói trc rồi nguyên hộp bóc tem rất đã sẽ tiếp tục ủng hộ shop giao hàng cũng rất nhanh,0,7408241,5,1675397616,Nguyễn Tấn Kiệt,1675233929
